region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"3507835";"80";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu";"Union Territory of Damān and Diu"
"3509476";"80";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi";"Union Territory of Delhi"
"3498620";"80";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry";"Union Territory of Puducherry"
"2605030";"12";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads";"Zilupes novads"
"3513685";"80";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands";" Union Territory of Andaman and Nicobar Islands"
"3513455";"80";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh";"State of Arunāchal Pradesh"
"3621886";"80";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh";"State of Chhattīsgarh"
"3502648";"80";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh";"State of Madhya Pradesh"
"3494100";"80";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh";"State of Uttar Pradesh"
"3621888";"80";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand";"State of Uttarakhand"
"3510605";"80";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh";"Union Territory of Chandīgarh"
"3509820";"80";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli";"Union Territory of Dādra and Nagar Haveli"
"3502551";"80";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra";"State of Mahārāshtra"
"3498202";"80";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān";"State of Rājasthān"
"3506398";"80";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr";"State of Jammu and Kashmīr"
"3495172";"80";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu";"State of Tamil Nādu"
"3494505";"80";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura";"State of Tripura"
"3711404";"81";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali";"Propinsi Bali"
"3886039";"81";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten";"Propinsi Banten"
"3706977";"81";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi";"Propinsi Jambi"
"3706850";"81";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat";"Propinsi Jawa Barat"
"3706847";"81";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah";"Propinsi Jawa Tengah"
"3704375";"81";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung";"Propinsi Lampung"
"3911098";"81";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara";"Propinsi Maluku Utara"
"3701727";"81";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat";"Propinsi Nusa Tenggara Barat"
"2700002";"13";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas";"Alytaus rajonas"
"3701726";"81";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur";"Propinsi Nusa Tenggara Timur"
"3697417";"81";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah";"Propinsi Sulawesi Tengah"
"3697416";"81";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara";"Propinsi Sulawesi Tenggara"
"3697415";"81";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara";"Propinsi Sulawesi Utara"
"3697401";"81";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat";"Propinsi Sumatera Barat"
"3697400";"81";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan";"Propinsi Sumatera Selatan"
"3475297";"81";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara";"Propinsi Sumatera Utara"
"3886040";"81";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo";"Provinsi Gorontalo"
"3944018";"81";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat";"Provinsi Irian Jaya Barat"
"3944020";"81";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau";"Provinsi Kepulauan Riau"
"3707056";"81";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua";"Provinsi Papua"
"3699190";"81";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau";"Provinsi Riau"
"3476618";"81";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh";"Daerah Istimewa Aceh"
"3706846";"81";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur";"Propinsi Jawa Timur"
"3706396";"81";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat";"Propinsi Kalimantan Barat"
"3706395";"81";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan";"Propinsi Kalimantan Selatan"
"3706393";"81";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur";"Propinsi Kalimantan Timur"
"3886041";"81";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung";"Propinsi Kepulauan Bangka Belitung"
"3703319";"81";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku";"Propinsi Maluku"
"3944019";"81";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat";"Provinsi Sulawesi Barat"
"3697418";"81";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan";"Provinsi Sulawesi Selatan"
"3124025";"82";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak";"Muḩāfaz̧at al Karak"
"3124006";"82";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq";"Muḩāfaz̧at al Mafraq"
"3123855";"82";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'";"Muḩāfaz̧at az Zarqā'"
"3694419";"81";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta";"Daerah Istimewa Yogyakarta"
"3707008";"81";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya";"Daerah Khusus Ibukota Jakarta Raya"
"3710638";"81";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu";"Propinsi Bengkulu"
"3706394";"81";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah";"Propinsi Kalimantan Tengah"
